libelle;libelle_plaquette;libelle_ampoule;libelle_flacon;libelle_tube;libelle_stylo;libelle_seringue;libelle_pilulier;libelle_sachet;libelle_comprime;libelle_gelule;libelle_film;libelle_poche;libelle_capsule;nb_plaquette;nb_ampoule;nb_flacon;nb_tube;nb_stylo;nb_seringue;nb_pilulier;nb_sachet;nb_comprime;nb_gelule;nb_film;nb_poche;nb_capsule;nb_ml;statut;etat commerc;agrement col;tx rembours;forme pharma;voies admin;statut admin;date declar annee;date amm annee;type proc;titulaires;substances;prix
1 flacon(s) polyéthylène basse densité (PEBD) de 30  ml avec compte-gouttes polyéthylène basse densité (PEBD);0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;30;Présentation active;Déclaration de commercialisation;oui;30%;émulsion fluide pour application;cutanée;Autorisation active;1978;1996;Procédure nationale; JOHNSON & JOHNSON SANTE BEAUTE FRANCE;NITRATE D'ÉCONAZOLE;3.9
tube(s) polypropylène de 8 comprimé(s);0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé effervescent(e) sécable;orale;Autorisation active;2014;2013;Procédure nationale; SANDOZ;PARACÉTAMOL;1.08
plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2010;2008;Procédure de reconnaissance mutuelle; ZYDUS FRANCE;PÉRINDOPRIL, PÉRINDOPRIL TERT-BUTYLAMINE;6.36
plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2014;2012;Procédure nationale; ZYDUS FRANCE;HYDROCHLOROTHIAZIDE, LOSARTAN POTASSIQUE;18.63
plaquette(s) thermoformée(s) PVC aluminium de 14 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;comprimé sécable;orale;Autorisation active;1976;1997;Procédure nationale; PIERRE FABRE MEDICAMENT;MÉQUITAZINE;2.64
plaquette(s) thermoformée(s) PVC-Aluminium de 28  gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule à libération prolongée;orale;Autorisation active;2003;2000;Procédure nationale; TEVA SANTE;CHLORHYDRATE DE DILTIAZEM;10.15
plaquette(s) thermoformée(s) PVC polyéthylène de 10 suppositoire(s);1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;suppositoire;rectale;Autorisation active;1999;1998;Procédure nationale; SANOFI AVENTIS FRANCE;PARACÉTAMOL;1.24
plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2012;2012;Procédure décentralisée; SANOFI AVENTIS FRANCE;FUMARATE DE BISOPROLOL;14.86
3 flacon(s) compte-gouttes polyéthylène basse densité (PEBD) de 2,5 ml;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2.5;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;collyre en solution;ophtalmique;Autorisation active;2014;2012;Procédure décentralisée; ZYDUS FRANCE;LATANOPROST;17.05
1 stylo prérempli en verre (SureClick) de 0,5 ml;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.5;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;solution injectable;sous-cutanée;Autorisation active;2014;2005;Procédure centralisée; AMGEN EUROPE;DARBÉPOÉTINE ALFA ;32.01
plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2012;2010;Procédure de reconnaissance mutuelle; KRKA (SLOVENIE);VALSARTAN;6.36
1 plaquette(s) thermoformée(s) PVC-Aluminium PVDC polyéthylène de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2011;2011;Autorisation d'importation parallèle; MEDIWIN;LOSARTAN POTASSIQUE, HYDROCHLOROTHIAZIDE;8.48
5 flacon(s) en verre de 0,5  ml;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0.5;Présentation active;Déclaration d'arrêt de commercialisation;non;100%;solution injectable;intramusculaire,sous-cutanée;Autorisation active;2014;1999;Procédure centralisée; MERCK SHARP & DOHME (GRANDE BRETAGNE);FOLLITROPINE BÊTA ;280.43
plaquette(s) thermoformée(s) PVC-aluminium de 12 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule;orale;Autorisation active;2006;1995;Procédure nationale; GLAXOSMITHKLINE;AMOXICILLINE ANHYDRE, AMOXICILLINE TRIHYDRATÉE;1.42
plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé sécable;orale;Autorisation active;2015;2004;Procédure nationale; RATIOPHARM (ALLEMAGNE);METFORMINE BASE, CHLORHYDRATE DE METFORMINE;9.06
plaquette(s) thermoformée(s) PVC-Aluminium de 10 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2008;2007;Procédure nationale; BIOGARAN;ACÉTATE DE NOMÉGESTROL;3.12
plaquette(s) thermoformée(s) PVC polyéthylène (ACLAR RX) polytrifluorochloroéthylène de 84 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;Présentation active;Déclaration de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2006;1998;Procédure centralisée; DAIICHI SANKYO EUROPE (ALLEMAGNE);RALOXIFÈNE BASE, CHLORHYDRATE DE RALOXIFÈNE;54.43
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2015;2013;Procédure nationale; EVOLUPHARM;HYDROCHLOROTHIAZIDE, IRBÉSARTAN;6.36
plaquette(s) thermoformée(s) PVC-Aluminium PVDC de 14 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;15%;comprimé pelliculé sécable;orale;Autorisation active;2005;1999;Procédure nationale; SANDOZ;ZOPICLONE;1.76
plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2012;2010;Procédure nationale; RANBAXY PHARMACIE GENERIQUES;RÉPAGLINIDE;7.73
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2011;2009;Procédure nationale; SANOFI AVENTIS FRANCE;HYDROCHLOROTHIAZIDE, VALSARTAN;18.63
pilulier(s) polyéthylène haute densité (PEHD) de 14 gélule(s);0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule gastro-résistant(e);orale;Autorisation active;2005;2005;Procédure nationale; SANOFI AVENTIS FRANCE;OMÉPRAZOLE;3.49
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 60 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2009;2007;Procédure nationale; CRISTERS;RISPÉRIDONE;14.79
flacon(s) polyéthylène haute densité (PEHD) de 270 comprimé(s);0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;270;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2015;2011;Procédure nationale; BIOGARAN;RÉPAGLINIDE;21.73
plaquette(s) thermoformée(s) PVC aluminium de 60 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2000;1999;Procédure nationale; MYLAN SAS;GLICLAZIDE;8.92
plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2012;2011;Procédure décentralisée; BLUEFISH PHARMACEUTICALS (SUEDE);ATORVASTATINE, ATORVASTATINE CALCIQUE;23.71
plaquette(s) thermoformée(s) PVC PVDC aluminium de 15 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;comprimé pelliculé sécable;orale;Autorisation active;2004;2004;Procédure nationale; BIOGARAN;DICHLORHYDRATE DE CÉTIRIZINE;2.12
1 flacon(s) en verre de 1 g avec dispositif(s) d'administration UROLine avec seringue(s) polypropylène;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;100%;poudre pour solution pour irrigation vésical(e);intravésicale;Autorisation active;2002;2001;Procédure nationale; PROSTRAKAN (ROYAUME UNI);MITOMYCINE C;89.51
plaquette(s) thermoformée(s) polyamide aluminium PVC de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé orodispersible;orale;Autorisation active;2014;2006;Procédure nationale; RATIOPHARM (ALLEMAGNE);RISPÉRIDONE;7.81
3 plaquette(s) thermoformée(s) PVC aluminium de 10 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;10;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;1998;1994;Procédure nationale; ASTRAZENECA;CHLORHYDRATE DE BAMBUTÉROL;6.28
plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;15%;comprimé pelliculé;orale;Autorisation active;2012;2008;Procédure nationale; RANBAXY PHARMACIE GENERIQUES;DONÉPÉZIL BASE, CHLORHYDRATE DE DONÉPÉZIL;27.5
1 flacon(s) en verre - 1 seringue(s) préremplie(s) en verre de 1  ml;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;Présentation active;Déclaration de commercialisation;oui;65%;poudre et  solvant pour solution injectable;intramusculaire,intraveineuse,sous-cutanée;Autorisation active;2003;1993;Procédure de reconnaissance mutuelle; NOVO NORDISK;CHLORHYDRATE DE GLUCAGON;21.77
plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2013;2009;Procédure nationale; MYLAN SAS;HYDROCHLOROTHIAZIDE, FUMARATE DE BISOPROLOL;5.27
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2015;2010;Procédure nationale; TEVA SANTE;SIMVASTATINE;8.13
plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2012;2008;Procédure de reconnaissance mutuelle; ACCORD HEALTHCARE (ROYAUME UNI);GLIMÉPIRIDE;6.7
plaquette(s) thermoformée(s) polyamide aluminium PVC de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2009;2005;Procédure nationale; CRISTERS;PRAVASTATINE SODIQUE;7.55
plaquette(s) thermoformée(s) PVC-Aluminium de 90  comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;100%;comprimé;orale;Autorisation active;1987;1986;Procédure nationale; SANOFI AVENTIS FRANCE;NILUTAMIDE;134.79
plaquette(s) thermoformée(s) PVC-Aluminium de 60 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2007;2006;Procédure nationale; SANDOZ;ACÉTATE DE CYPROTÉRONE;75.47
film(s) thermosoudé(s) aluminium de 30 comprimé(s);0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;1994;1992;Procédure nationale; MERCK SANTE;NICORANDIL;4.86
4 seringue(s) préremplie(s) en verre de 0,5 ml avec aiguille(s);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0.5;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;intramusculaire;Autorisation active;2003;2003;Procédure centralisée; BIOGEN IDEC LIMITED (ROYAUME-UNI);INTERFÉRON BÊTA-1A ;779.3
1 poche(s) PVC suremballée(s)/surpochée(s) de 500 ml;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;500;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;intraveineuse;Autorisation active;2001;1998;Procédure nationale; CHAIX ET DU MARAIS;GLUCOSE MONOHYDRATÉ, GLUCOSE ANHYDRE;1.94
1 flacon(s) en verre de 60  ml avec cuillère-mesure polystyrène;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;60;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;poudre pour suspension buvable;orale;Autorisation active;2015;1995;Procédure nationale; MYLAN SAS;AMOXICILLINE ANHYDRE, AMOXICILLINE TRIHYDRATÉE;1.73
plaquette(s) thermoformée(s) PVC-Aluminium de 12  comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;oui;65%;comprimé;orale;Autorisation active;2015;1981;Procédure nationale; SIGMA - TAU FRANCE;SULPIRIDE;3.05
plaquette(s) thermoformée(s) PVC-Aluminium de 24  comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;Présentation active;Déclaration de commercialisation;non;65%;comprimé sécable;orale;Autorisation active;1962;1988;Procédure nationale; LISAPHARM;RÉSERPINE, BENDROFLUMÉTHIAZIDE;1.61
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2011;2009;Procédure nationale; BIOGARAN;HYDROCHLOROTHIAZIDE, VALSARTAN;18.63
1 flacon(s) polyéthylène de 16 gélule(s);0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;16;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule à libération prolongée;orale;Autorisation active;1990;1989;Procédure nationale; ALMIRALL (ESPAGNE);FLURBIPROFÈNE;6.28
plaquette(s) thermoformée(s) aluminium PVC-Aluminium polyamide de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2015;2009;Procédure centralisée; TEVA (PAYS-BAS);CLOPIDOGREL (CHLORHYDRATE DE), CLOPIDOGREL BASE;16.93
plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2015;2012;Procédure nationale; ZYDUS FRANCE;VALSARTAN;18.63
pilulier(s) polyéthylène haute densité (PEHD) de 14 gélule(s);0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;gélule gastro-résistant(e);orale;Autorisation active;2012;2005;Procédure nationale; DISTRIQUIMICA;OMÉPRAZOLE;3.49
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 12 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé orodispersible;orale;Autorisation active;2012;2011;Procédure décentralisée; SANOFI AVENTIS FRANCE;ZOLMITRIPTAN;20.15
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé sécable;orale;Autorisation active;2015;2010;Procédure nationale; TEVA SANTE;VALSARTAN;18.57
plaquette(s) thermoformée(s) aluminium de 6 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2012;2010;Procédure nationale; ZYDUS FRANCE;ZOLMITRIPTAN;10.13
1 flacon(s) en verre;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;poudre pour solution pour perfusion;intraveineuse;Autorisation active;2008;1986;Procédure de reconnaissance mutuelle; MSD FRANCE;IMIPÉNEM MONOHYDRATÉ, IMIPÉNEM ANHYDRE, CILASTATINE ANHYDRE, CILASTATINE SODIQUE;16.37
2 seringue(s) préremplie(s) en verre de 1 ml;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;sous-cutanée,voie extracorporelle autre;Autorisation active;1996;1994;Procédure nationale; PFIZER HOLDING FRANCE;DALTÉPARINE SODIQUE ;16.48
plaquette(s) thermoformée(s) polyamide aluminium PVC de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;15%;comprimé orodispersible;orale;Autorisation active;2012;2010;Procédure décentralisée; TEVA SANTE;DONÉPÉZIL BASE, CHLORHYDRATE DE DONÉPÉZIL;27.5
1 flacon(s) polyéthylène haute densité (PEHD) de 60 comprimé(s);0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;60;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;comprimé à libération prolongée;orale;Autorisation active;2013;1989;Procédure nationale; ASTRAZENECA;TERBUTALINE (SULFATE DE);5.68
flacon(s) polyéthylène haute densité (PEHD) de 7 gélule(s);0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule gastro-résistant(e);orale;Autorisation active;2011;2009;Procédure nationale; EVOLUPHARM;OMÉPRAZOLE;1.88
plaquette(s) thermoformée(s) PVC polychlortrifluoroéthylène aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2012;2005;Procédure de reconnaissance mutuelle; EVOLUPHARM;PRAVASTATINE SODIQUE;7.55
plaquette(s) thermoformée(s) PVDC PVC aluminium de 14 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2007;2007;Procédure nationale; ZYDUS FRANCE;PAROXÉTINE BASE, CHLORHYDRATE DE PAROXÉTINE HÉMIHYDRATÉ;3.13
plaquette(s) thermoformée(s) polyamide aluminium polyéthylène de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé à libération prolongée;orale;Autorisation active;2014;2013;Procédure centralisée; KRKA (SLOVENIE);PRAMIPEXOLE, DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ;20.12
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2012;2009;Procédure centralisée; KRKA (SLOVENIE);CLOPIDOGREL BASE, CLOPIDOGREL (CHLORHYDRATE DE);16.93
plaquette(s) thermoformée(s) PVC PVDC aluminium de 84 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2010;2010;Procédure nationale; CRISTERS;CAPTOPRIL, HYDROCHLOROTHIAZIDE;17.3
plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2012;2012;Procédure décentralisée; EG LABO - LABORATOIRES EUROGENERICS;CANDÉSARTAN CILEXÉTIL;18.63
1 flacon(s) en verre brun de 20  comprimé(s);0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;20;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé effervescent(e) sécable;orale;Autorisation active;2014;2002;Procédure nationale; RATIOPHARM (ALLEMAGNE);PREDNISOLONE (MÉTASULFOBENZOATE SODIQUE DE), PREDNISOLONE;3.16
plaquette(s) thermoformée(s) polyéthylène PVC de 30  suppositoire(s);1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;suppositoire;rectale;Autorisation active;1993;1992;Procédure nationale; TEOFARMA;MÉSALAZINE;19.77
plaquette(s) thermoformée(s) polyamide aluminium PVC de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé sécable;orale;Autorisation abrogée;2014;2006;Procédure nationale; ARROW GENERIQUES;PRAVASTATINE SODIQUE;7.55
8 sachet(s)-dose(s) papier polyéthylène aluminium P-A-M-éthylène (SURLYN) de 1,566 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;poudre pour suspension buvable;orale;Autorisation abrogée;2014;2004;Procédure nationale; ACTAVIS FRANCE;AMOXICILLINE TRIHYDRATÉE, AMOXICILLINE ANHYDRE, ACIDE CLAVULANIQUE, CLAVULANATE DE POTASSIUM;5.14
plaquette(s) thermoformée(s) PVC-aluminium de 16 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;1996;1995;Procédure nationale; SANOFI AVENTIS FRANCE;PRISTINAMYCINE;11.35
